franchise_id,tbl_dt,commission_amount,name
2.51E+11,4/27/2023,334338,CITY COM LTD
2.51E+11,4/27/2023,287464,Barthazal
2.51E+11,4/27/2023,236552,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/27/2023,446896,ESCALE FRANCHISEE LTD
2.51E+11,4/27/2023,163034,NYUNGWE CELLULAR LTD
2.51E+11,4/27/2023,184269,PHONECOM LTD
2.51E+11,4/27/2023,102457,Balthazar
2.51E+11,4/27/2023,197649,PHONECOM LTD
2.51E+11,4/27/2023,276443,ESCALE FRANCHISEE LTD
2.51E+11,4/27/2023,340986,CITY COM LTD
2.51E+11,4/27/2023,77518,CITY COM LTD
2.51E+11,4/27/2023,10696,ESCALE FRANCHISEE LTD
2.51E+11,4/27/2023,164,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,253476,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/28/2023,240627,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,453854,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,265714,PHONECOM LTD
2.51E+11,4/28/2023,289423,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,201563,PHONECOM LTD
2.51E+11,4/28/2023,343203,CITY COM LTD
2.51E+11,4/28/2023,204724,NYUNGWE CELLULAR LTD
2.51E+11,4/28/2023,79374,CITY COM LTD
2.51E+11,4/28/2023,328430,Barthazal
2.51E+11,4/28/2023,425406,CITY COM LTD
2.51E+11,4/28/2023,113561,Balthazar
2.51E+11,4/28/2023,8637,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,382,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,260558,Barthazal
2.51E+11,4/29/2023,407503,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,306557,CITY COM LTD
2.51E+11,4/29/2023,316456,CITY COM LTD
2.51E+11,4/29/2023,155615,PHONECOM LTD
2.51E+11,4/29/2023,195630,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,206289,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/29/2023,252707,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,161362,NYUNGWE CELLULAR LTD
2.51E+11,4/29/2023,97692,Balthazar
2.51E+11,4/29/2023,161393,PHONECOM LTD
2.51E+11,4/29/2023,76953,CITY COM LTD
2.51E+11,4/29/2023,9404,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,244,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,203708,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/30/2023,419678,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,319130,CITY COM LTD
2.51E+11,4/30/2023,267395,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,101896,Balthazar
2.51E+11,4/30/2023,207529,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,185487,PHONECOM LTD
2.51E+11,4/30/2023,152462,NYUNGWE CELLULAR LTD
2.51E+11,4/30/2023,148688,PHONECOM LTD
2.51E+11,4/30/2023,281556,CITY COM LTD
2.51E+11,4/30/2023,301960,Barthazal
2.51E+11,4/30/2023,5975,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,80068,CITY COM LTD
2.51E+11,4/30/2023,181,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,410828,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,185714,PHONECOM LTD
2.51E+11,5/1/2023,321273,CITY COM LTD
2.51E+11,5/1/2023,198073,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,180555,PHONECOM LTD
2.51E+11,5/1/2023,301908,Barthazal
2.51E+11,5/1/2023,270432,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,219593,CENTRAL ALIMENTATION COM LTD
2.51E+11,5/1/2023,371807,CITY COM LTD
2.51E+11,5/1/2023,180304,NYUNGWE CELLULAR LTD
2.51E+11,5/1/2023,97476,Balthazar
2.51E+11,5/1/2023,77595,CITY COM LTD
2.51E+11,5/1/2023,4969,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,230,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,301520,Barthazal
2.51E+11,5/2/2023,226402,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,178329,NYUNGWE CELLULAR LTD
2.51E+11,5/2/2023,367516,CITY COM LTD
2.51E+11,5/2/2023,295231,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,228523,PHONECOM LTD
2.51E+11,5/2/2023,458307,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,295328,PHONECOM LTD
2.51E+11,5/2/2023,381214,CITY COM LTD
2.51E+11,5/2/2023,276300,CENTRAL ALIMENTATION COM LTD
2.51E+11,5/2/2023,78893,CITY COM LTD
2.51E+11,5/2/2023,5190,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,101295,Balthazar
2.51E+11,5/2/2023,312,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,236651,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,247960,PHONECOM LTD
2.51E+11,5/3/2023,509093,PHONECOM LTD
2.51E+11,5/3/2023,405734,CITY COM LTD
2.51E+11,5/3/2023,344865,Barthazal
2.51E+11,5/3/2023,300954,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,460222,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,479951,CITY COM LTD
2.51E+11,5/3/2023,281629,CENTRAL ALIMENTATION COM LTD
2.51E+11,5/3/2023,116809,Balthazar
2.51E+11,5/3/2023,82998,CITY COM LTD
2.51E+11,5/3/2023,172121,NYUNGWE CELLULAR LTD
2.51E+11,5/3/2023,5550,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,374,ESCALE FRANCHISEE LTD
