franchise_id,tbl_dt,sell_amount,name
2.51E+11,4/26/2023,5341668,Balthazar
2.51E+11,4/26/2023,11695929,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/26/2023,4190122,CITY COM LTD
2.51E+11,4/26/2023,38214,ESCALE FRANCHISEE LTD
2.51E+11,4/27/2023,9985051,ESCALE FRANCHISEE LTD
2.51E+11,4/27/2023,16197237,CITY COM LTD
2.51E+11,4/27/2023,14033317,Barthazal
2.51E+11,4/27/2023,11514737,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/27/2023,21775574,ESCALE FRANCHISEE LTD
2.51E+11,4/27/2023,7917471,NYUNGWE CELLULAR LTD
2.51E+11,4/27/2023,8990613,PHONECOM LTD
2.51E+11,4/27/2023,5000416,Balthazar
2.51E+11,4/27/2023,9557710,PHONECOM LTD
2.51E+11,4/27/2023,13500192,ESCALE FRANCHISEE LTD
2.51E+11,4/27/2023,16625476,CITY COM LTD
2.51E+11,4/27/2023,3777026,CITY COM LTD
2.51E+11,4/27/2023,520887,ESCALE FRANCHISEE LTD
2.51E+11,4/27/2023,8000,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,12328433,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/28/2023,11660666,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,22108740,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,12786736,PHONECOM LTD
2.51E+11,4/28/2023,14138303,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,9812884,PHONECOM LTD
2.51E+11,4/28/2023,16718887,CITY COM LTD
2.51E+11,4/28/2023,9918793,NYUNGWE CELLULAR LTD
2.51E+11,4/28/2023,3871256,CITY COM LTD
2.51E+11,4/28/2023,15957968,Barthazal
2.51E+11,4/28/2023,20532266,CITY COM LTD
2.51E+11,4/28/2023,5544868,Balthazar
2.51E+11,4/28/2023,420095,ESCALE FRANCHISEE LTD
2.51E+11,4/28/2023,18471,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,12715600,Barthazal
2.51E+11,4/29/2023,19876599,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,14850034,CITY COM LTD
2.51E+11,4/29/2023,15434783,CITY COM LTD
2.51E+11,4/29/2023,7547938,PHONECOM LTD
2.51E+11,4/29/2023,9491047,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,10074349,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/29/2023,12364635,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,7854087,NYUNGWE CELLULAR LTD
2.51E+11,4/29/2023,4766168,Balthazar
2.51E+11,4/29/2023,7887550,PHONECOM LTD
2.51E+11,4/29/2023,3746770,CITY COM LTD
2.51E+11,4/29/2023,455022,ESCALE FRANCHISEE LTD
2.51E+11,4/29/2023,12100,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,9954108,CENTRAL ALIMENTATION COM LTD
2.51E+11,4/30/2023,20488785,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,15590167,CITY COM LTD
2.51E+11,4/30/2023,13088490,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,4978259,Balthazar
2.51E+11,4/30/2023,10074806,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,9074613,PHONECOM LTD
2.51E+11,4/30/2023,7443421,NYUNGWE CELLULAR LTD
2.51E+11,4/30/2023,7224935,PHONECOM LTD
2.51E+11,4/30/2023,13686498,CITY COM LTD
2.51E+11,4/30/2023,14727385,Barthazal
2.51E+11,4/30/2023,292041,ESCALE FRANCHISEE LTD
2.51E+11,4/30/2023,3917901,CITY COM LTD
2.51E+11,4/30/2023,8902,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,20028944,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,8984228,PHONECOM LTD
2.51E+11,5/1/2023,15568100,CITY COM LTD
2.51E+11,5/1/2023,9615235,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,8802951,PHONECOM LTD
2.51E+11,5/1/2023,14708285,Barthazal
2.51E+11,5/1/2023,13211122,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,10706705,CENTRAL ALIMENTATION COM LTD
2.51E+11,5/1/2023,18112646,CITY COM LTD
2.51E+11,5/1/2023,8755829,NYUNGWE CELLULAR LTD
2.51E+11,5/1/2023,4759750,Balthazar
2.51E+11,5/1/2023,3789138,CITY COM LTD
2.51E+11,5/1/2023,242792,ESCALE FRANCHISEE LTD
2.51E+11,5/1/2023,11160,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,14680239,Barthazal
2.51E+11,5/2/2023,10979923,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,8669616,NYUNGWE CELLULAR LTD
2.51E+11,5/2/2023,17885322,CITY COM LTD
2.51E+11,5/2/2023,14411248,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,11092245,PHONECOM LTD
2.51E+11,5/2/2023,22310078,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,14179734,PHONECOM LTD
2.51E+11,5/2/2023,18426967,CITY COM LTD
2.51E+11,5/2/2023,13389461,CENTRAL ALIMENTATION COM LTD
2.51E+11,5/2/2023,3839290,CITY COM LTD
2.51E+11,5/2/2023,252711,ESCALE FRANCHISEE LTD
2.51E+11,5/2/2023,4938088,Balthazar
2.51E+11,5/2/2023,15210,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,11479049,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,12033100,PHONECOM LTD
2.51E+11,5/3/2023,24282389,PHONECOM LTD
2.51E+11,5/3/2023,19617252,CITY COM LTD
2.51E+11,5/3/2023,16791907,Barthazal
2.51E+11,5/3/2023,14685354,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,22423055,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,23304884,CITY COM LTD
2.51E+11,5/3/2023,13665816,CENTRAL ALIMENTATION COM LTD
2.51E+11,5/3/2023,5686054,Balthazar
2.51E+11,5/3/2023,4048173,CITY COM LTD
2.51E+11,5/3/2023,8361482,NYUNGWE CELLULAR LTD
2.51E+11,5/3/2023,269619,ESCALE FRANCHISEE LTD
2.51E+11,5/3/2023,18250,ESCALE FRANCHISEE LTD
